Date,btc_price,nasdaq_price,dxy_price,fed_rate
2022-03-02,43924.1171875,13752.01953125,97.38999938964844,0.2
2022-03-03,42451.7890625,13537.9404296875,97.79000091552734,0.2
2022-03-04,39137.60546875,13313.4404296875,98.6500015258789,0.2
2022-03-07,38062.0390625,12830.9599609375,99.29000091552734,0.2
2022-03-08,38737.26953125,12795.5498046875,99.05999755859375,0.2
2022-03-09,41982.92578125,13255.5498046875,97.97000122070312,0.2
2022-03-10,39437.4609375,13129.9599609375,98.51000213623047,0.2
2022-03-11,38794.97265625,12843.8095703125,99.12000274658203,0.2
2022-03-14,39666.75390625,12581.2197265625,99.05999755859375,0.2
2022-03-15,39338.78515625,12948.6201171875,99.06999969482422,0.2
2022-03-16,41143.9296875,13436.5498046875,98.37999725341797,0.2
2022-03-17,40951.37890625,13614.7802734375,98.01000213623047,0.2
2022-03-18,41801.15625,13893.83984375,98.2300033569336,0.2
2022-03-21,41077.99609375,13838.4599609375,98.5,0.2
2022-03-22,42358.80859375,14108.8203125,98.48999786376953,0.2
2022-03-23,42892.95703125,13922.599609375,98.62000274658203,0.2
2022-03-24,43960.93359375,14191.83984375,98.79000091552734,0.2
2022-03-25,44348.73046875,14169.2998046875,98.80999755859375,0.2
2022-03-28,47128.00390625,14354.900390625,99.08999633789062,0.2
2022-03-29,47465.73046875,14619.6396484375,98.4000015258789,0.2
2022-03-30,47062.6640625,14442.26953125,97.79000091552734,0.2
2022-03-31,45538.67578125,14220.51953125,98.30999755859375,0.2
2022-04-01,46281.64453125,14261.5,98.62999725341797,0.33
2022-04-04,46622.67578125,14532.5498046875,98.98999786376953,0.33
2022-04-05,45555.9921875,14204.169921875,99.47000122070312,0.33
2022-04-06,43206.73828125,13888.8203125,99.5999984741211,0.33
2022-04-07,43503.84765625,13897.2998046875,99.75,0.33
2022-04-08,42287.6640625,13711.0,99.80000305175781,0.33
2022-04-11,39521.90234375,13411.9599609375,99.93000030517578,0.33
2022-04-12,40127.18359375,13371.5703125,100.29000091552734,0.33
2022-04-13,41166.73046875,13643.58984375,99.87999725341797,0.33
2022-04-14,39935.515625,13351.080078125,100.31999969482422,0.33
2022-04-18,40826.21484375,13332.3603515625,100.77999877929688,0.33
2022-04-19,41502.75,13619.66015625,100.95999908447266,0.33
2022-04-20,41374.37890625,13453.0703125,100.38999938964844,0.33
2022-04-21,40527.36328125,13174.650390625,100.58000183105469,0.33
2022-04-22,39740.3203125,12839.2900390625,101.22000122070312,0.33
2022-04-25,40458.30859375,13004.849609375,101.75,0.33
2022-04-26,38117.4609375,12490.740234375,102.30000305175781,0.33
2022-04-27,39241.12109375,12488.9296875,102.94999694824219,0.33
2022-04-28,39773.828125,12871.5302734375,103.62000274658203,0.33
2022-04-29,38609.82421875,12334.6396484375,102.95999908447266,0.33
2022-05-02,38529.328125,12536.01953125,103.73999786376953,0.77
2022-05-03,37750.453125,12563.759765625,103.47000122070312,0.77
2022-05-04,39698.37109375,12964.8603515625,102.58999633789062,0.77
2022-05-05,36575.140625,12317.6904296875,103.75,0.77
2022-05-06,36040.921875,12144.66015625,103.66000366210938,0.77
2022-05-09,30296.953125,11623.25,103.6500015258789,0.77
2022-05-10,31022.90625,11737.669921875,103.91999816894531,0.77
2022-05-11,28936.35546875,11364.240234375,103.8499984741211,0.77
2022-05-12,29047.751953125,11370.9599609375,104.8499984741211,0.77
2022-05-13,29283.103515625,11805.0,104.55999755859375,0.77
2022-05-16,29862.91796875,11662.7900390625,104.19000244140625,0.77
2022-05-17,30425.857421875,11984.51953125,103.36000061035156,0.77
2022-05-18,28720.271484375,11418.150390625,103.80999755859375,0.77
2022-05-19,30314.333984375,11388.5,102.72000122070312,0.77
2022-05-20,29200.740234375,11354.6201171875,103.1500015258789,0.77
2022-05-23,29098.91015625,11535.26953125,102.08000183105469,0.77
2022-05-24,29655.5859375,11264.4501953125,101.86000061035156,0.77
2022-05-25,29562.361328125,11434.740234375,102.05999755859375,0.77
